network_id	PC1_Variance
random_659	0.4933489235703105
random_660	0.3849129973929836
random_661	0.3042930208034114
random_662	0.35681046781347947
random_663	0.3862132234631897
random_664	0.3097326516643661
random_665	0.4112628851131649
random_666	0.41782013833397347
random_667	0.3910957185518086
random_668	0.40214031474088247
random_669	0.4597597323603368
random_670	0.3285217365732364
random_671	0.35851976994185153
random_672	0.254986536924825
random_673	0.4044942913616106
random_674	0.3983583076775889
random_675	0.421677334673497
random_676	0.4331724279342314
random_677	0.32009653716312225
random_678	0.3255312028215716
random_679	0.3217668117413538
random_680	0.31718357245211104
random_681	0.32680318555849214
random_682	0.4237328182612051
random_683	0.3013907444379727
random_684	0.3875719869926017
random_685	0.3815668115398088
random_686	0.3790495039494895
random_687	0.31307202524413147
random_688	0.6054849524016291
random_689	0.2936639020484094
random_690	0.35788219840875846
random_691	0.42245009927463223
random_692	0.5200133526215663
random_693	0.3852237242766993
random_694	0.3196003700864978
random_695	0.36725463931704316
random_696	0.45262484611282344
random_697	0.38361783725254367
random_698	0.29632517809678505
random_699	0.3603339290241601
random_700	0.3471744541242204
random_701	0.5301229876453797
random_702	0.3279538460014214
random_703	0.3744281130127303
random_704	0.3259065357777313
random_705	0.3632705116400087
random_706	0.2711892848127837
random_707	0.36426696737012765
random_708	0.43970176352717383
random_709	0.2782282477679099
random_710	0.4945724027545145
random_711	0.397756497642388
random_712	0.29868291197937685
random_713	0.5319523986443798
random_714	0.272542677329763
random_715	0.37014926306566615
random_716	0.40168284029589896
random_717	0.44290804387995153
random_718	0.38251324187975216
random_719	0.29576588987625646
random_720	0.4316432668471315
random_721	0.41969235276302064
random_722	0.3024557715389509
random_723	0.5230864955879254
random_724	0.3383317309156758
random_725	0.5077770694517589
random_726	0.44963803148553183
random_727	0.43067158940434813
random_728	0.3948118572487044
random_729	0.3679023966827158
random_730	0.4491929673702045
random_731	0.38878438780717733
random_732	0.38873501733063026
random_733	0.32828117521076744
random_734	0.4043696769743422
random_735	0.2972313303213784
random_736	0.2528452825038841
random_737	0.40306435204617347
random_738	0.3658432135505726
random_739	0.3350094243350892
random_740	0.3816680510606734
random_741	0.5095059300127045
random_742	0.4811989222808091
random_743	0.4990293720558515
random_744	0.43886126254272145
random_745	0.3418198649563113
random_746	0.3355128604867012
random_747	0.34624785077189457
random_748	0.47341645595854714
random_749	0.41995205192210494
random_750	0.28030394232397715
random_751	0.3130368400863365
random_752	0.30425645632581133
random_753	0.3909366113001746
random_754	0.30563603744093265
random_755	0.3629153498201238
random_756	0.4922875825692293
random_757	0.3493232512167312
random_758	0.3721325530732507
random_759	0.37276242678730565
random_760	0.34232355461853187
random_761	0.3290144485782857
random_762	0.2738474903994815
random_763	0.360680840036597
random_764	0.4808118944200073
random_765	0.48781848671506645
random_766	0.5442760689119375
random_767	0.4404186154107281
random_768	0.29500977644290755
random_769	0.2747093986771411
random_770	0.2993901642297735
random_771	0.2791640110196649
random_772	0.3627537503409545
random_773	0.45285601313127366
random_774	0.3943361942804252
random_775	0.43247688582950095
random_776	0.30201115727036415
random_777	0.324734357793425
random_778	0.3529357186045752
random_779	0.2892049724743687
random_780	0.485151942189233
random_781	0.4049417125109454
random_782	0.39258096848494173
random_783	0.24831542455279101
random_784	0.5077140667086594
random_785	0.4954190085378764
random_786	0.4075400822744692
random_787	0.23376688931601636
random_788	0.3145309313861221
random_789	0.31400645392866183
random_790	0.4423385136777379
random_791	0.26569717506500445
random_792	0.3000300161332559
random_793	0.3619849287126652
random_794	0.3119606762900796
random_795	0.3403757096837014
random_796	0.47853746712016604
random_797	0.4420968329965742
random_798	0.34314579944821444
random_799	0.46205256786332544
random_800	0.3808391675563149
random_801	0.36137989325383857
random_802	0.4456299570683758
random_803	0.47478008144424083
random_804	0.35839127792465175
random_805	0.310893102384376
random_806	0.4262755908976013
random_807	0.4715279222649822
random_808	0.34910101214913847
random_809	0.3923652884778641
random_810	0.4565069813302458
random_811	0.3038888953394356
random_812	0.5287344070842588
random_813	0.3518856872789212
random_814	0.530917771310267
random_815	0.33683292153949984
random_816	0.5229348837797099
random_817	0.44755817251719415
random_818	0.34479288044253986
random_819	0.3486065440359077
random_820	0.33727291894415307
random_821	0.32204206848880246
random_822	0.3471950715373287
random_823	0.305059417535131
random_824	0.35959212621586273
random_825	0.4356432955684029
random_826	0.40383082594154046
random_827	0.38745785992967385
random_828	0.5377700904886036
random_829	0.3046200818680137
random_830	0.3740626278965407
random_831	0.3641067969647564
random_832	0.38612783330406186
random_833	0.4553778904377447
random_834	0.4301666406358444
random_835	0.2907280364304698
random_836	0.35529575420724235
random_837	0.33196751299688954
random_838	0.4888094163850944
random_839	0.41523543778094396
random_840	0.4535438034165022
random_841	0.473926807441468
random_842	0.5485553814700671
random_843	0.3435859766329069
random_844	0.4427650881586286
random_845	0.4561793130248641
random_846	0.46210888470530903
random_847	0.399646685867199
random_848	0.31441307453856066
random_849	0.4766607881584336
random_850	0.3044302947516129
random_851	0.3975994724942439
random_852	0.4011167637781862
random_853	0.36893658096756793
random_854	0.33837061043970573
random_855	0.4958564527391606
random_856	0.29597727557082454
random_857	0.3086552785124999
random_858	0.35179601528038346
random_859	0.27987428864705494
random_860	0.26154158228581365
random_861	0.45721531119202413
random_862	0.4900441633328008
random_863	0.38466506991026406
random_864	0.4142789299151152
random_865	0.3016824092852359
random_866	0.3306053556670138
random_867	0.281880596936385
random_868	0.49005288598607927
random_869	0.5222972393758029
random_870	0.3150171039202721
random_871	0.4199200044102167
random_872	0.28998692861717107
random_873	0.2715881706960369
random_874	0.3441651392408955
random_875	0.3240760596968855
random_876	0.35205531138348944
random_877	0.344783856305628
random_878	0.3736104259428295
random_879	0.5546863350246276
random_880	0.49424133975825646
random_881	0.47771343304979524
random_882	0.38458350019505744
random_883	0.3152561827063109
random_884	0.34629430273599465
random_885	0.336556554137271
random_886	0.3707198725632178
random_887	0.2677978464023358
random_888	0.4204120918020364
random_889	0.4719646511332901
random_890	0.5621729306083268
random_891	0.3198939525752577
random_892	0.481114797551624
random_893	0.3677084555451814
random_894	0.3984115034318286
random_895	0.37381134408808364
random_896	0.3690222771815971
random_897	0.3840292844324617
random_898	0.5535072105085843
random_899	0.3181340694278797
random_900	0.3187733536663235
random_901	0.3445806547940248
random_902	0.4908032333883444
random_903	0.32564322903275605
random_904	0.4137306472642216
random_905	0.34786651340843777
random_906	0.4480532839261155
random_907	0.44223238680450155
random_908	0.2853869573088733
random_909	0.41910307869629965
random_910	0.3891401009219559
random_911	0.46112876022864124
random_912	0.33852655631211637
random_913	0.34352882903015036
random_914	0.4250358850793689
random_915	0.4923877245732244
random_916	0.5295766455478387
random_917	0.47846058688752535
random_918	0.4165078236033065
random_919	0.5306681948754328
random_920	0.28419055001369686
random_921	0.3389386463752523
random_922	0.38105447286960226
random_923	0.3126024575057251
random_924	0.46473974939762785
random_925	0.3895748341485905
random_926	0.3859428143300823
random_927	0.3271688961541835
random_928	0.3838821313648277
random_929	0.49234442267348794
random_930	0.3157084984126178
random_931	0.4594905366707938
random_932	0.3586260689173839
random_933	0.4164711418695433
random_934	0.2738777715228569
random_935	0.2955252120746963
random_936	0.33340106239692635
random_937	0.3646674431886191
random_938	0.37264911588742894
random_939	0.4758739259516293
random_940	0.3866050173248312
random_941	0.3072741159711719
random_942	0.3799152049628411
random_943	0.3360201696158141
random_944	0.440388143709559
random_945	0.3566030932900166
random_946	0.33368475430189204
random_947	0.29785684268339596
random_948	0.5477386107295881
random_949	0.43554284493925965
random_950	0.3492602772799479
random_951	0.41398637581026215
random_952	0.390967599204326
random_953	0.4377219179239116
random_954	0.5114861956056223
random_955	0.38723785618398004
random_956	0.34020333131914543
random_957	0.4840885890064295
random_958	0.3915605837681343
random_959	0.335500030191137
random_960	0.4587930401450175
random_961	0.47176563346797945
random_962	0.4060158936351706
random_963	0.3985333353900438
random_964	0.4688127548508743
random_965	0.4103629637146602
random_966	0.3159430216423754
random_967	0.46893239555766447
random_968	0.3811531362348147
random_969	0.27337444509191333
random_970	0.3985237427312979
random_971	0.36396782994602833
random_972	0.36448162487244257
random_973	0.2718963204838795
random_974	0.3920558895457237
random_975	0.31914299480648756
random_976	0.3641623845061064
random_977	0.36998971072243064
random_978	0.4349268243211786
random_979	0.32289028317350876
random_980	0.4946180256358217
random_981	0.3436413402720496
random_982	0.3774126747922245
random_983	0.33949790162435944
random_984	0.4242828680769964
random_985	0.2968161117328938
random_986	0.3522066738468671
random_987	0.5384809166824377
random_988	0.6068908077427123
random_989	0.33686585127405344
random_990	0.3432166680532118
random_991	0.36771766607205597
random_992	0.3580673393269747
random_993	0.4245920876596792
random_994	0.47125659429871025
random_995	0.3370736383389912
random_996	0.38137983781342655
random_997	0.36671559580620994
random_998	0.39295231960471905
random_999	0.3507331346216521
