,SLUG,SNAIL,KLF4,mir200,ELF3,ZEB,IRF6,CDH1,GRHL2
random_0,-0.40071814002817785,0.3930313844539869,0.24925485432813396,0.41523266947667337,-0.3673840220038656,0.33145471690708156,0.2885918085562349,0.1795334685199556,-0.30009065898728393
