	SLUG	SNAIL	KLF4	mir200	ELF3	ZEB	IRF6	CDH1	GRHL2
random_41	-0.2829915022438504	0.03357957463008865	0.21564648445866458	-0.31287144746933615	0.3838725096536579	-0.4540868163534517	-0.4427960983789604	0.2150280143894575	-0.42253745485906635
random_42	-0.3703360612949965	0.3733198697123611	0.40030156070049866	-0.17245546604746945	-0.19127252177645399	-0.2968634406083088	0.429121884075321	0.30979354196645137	-0.35870675951332426
random_43	0.4012761725565559	-0.006824385587725357	0.30124655166867376	-0.39485718303418527	0.41537898056066247	-0.176116720469379	-0.495887419567524	0.14681570399361243	0.3482143027917879
random_44	-0.3553161526815123	-0.3845147680401473	0.4286477953767747	0.055302374026480944	-0.3541732946199669	-0.3631932388000889	-0.4925848179586052	0.07513278002811845	0.18294466621954567
random_45	-0.21111658875425848	0.3501221688080653	0.30514261383369257	0.4103241493773334	-0.3641575583633139	-0.24228232058287294	-0.4804914641525082	-0.37411108930341386	0.09604023156496728
random_46	0.4031039334866285	-0.3510405188512923	-0.3480436954913093	-0.4335904994061476	0.2313804507675588	-0.42097707179748123	0.39291125952117045	0.0939566829998463	-0.1057209235216898
random_47	-0.13552734882424877	0.17424551932216042	0.33182629621772464	0.41441119420937367	-0.09186125653788862	0.3000502406475743	0.44044057190323654	-0.439862271582425	-0.428357508704725
random_48	-0.0495059531388168	0.047349975319093435	-0.2518730349952148	-0.38144491638109645	0.3048846080963318	0.3522388711312867	-0.38127683966431636	-0.46610826414440637	0.4546549257320304
random_49	0.2361160453431436	0.33973400680453836	0.13351481541096363	-0.23558503354392618	-0.3575150729150461	-0.44535250247372193	-0.416981295176322	0.34845681251285804	0.36613122545520715
random_50	-0.4137975197266159	0.39766460454523134	-0.3894613342734271	0.3695401284372989	-0.3982355051954926	-0.3642371538126542	-0.017214358308792657	0.171317938755531	0.2479678314887074
random_51	-0.23624110067661713	0.16326604317856025	-0.3216889200460446	-0.13970104110282722	0.35216571547174913	-0.4102221279762439	-0.4450089920181597	0.448767665272419	0.3206335814043015
random_52	0.18650583089873365	-0.22836312418833848	-0.26468593508019495	0.10601470142659192	0.04710305537411885	-0.3453321448606033	-0.45940522334199385	0.5121782636248509	0.4867395364469491
random_53	-0.17537153918885964	-0.09860934027835089	-0.3223950927541025	-0.23132580217935417	0.3207285255056388	-0.3816354714580859	0.44794033712123643	0.42676788640526087	-0.41325174413593785
random_54	0.13247808611868367	-0.3873616106039412	-0.3799271055752548	0.4333138375723381	0.3765395458662347	0.42711939813658967	0.14069442766122475	-0.3839658172770073	0.09411360830592275
random_55	-0.09733753104686067	0.020670868429630063	0.27368968041358854	-0.39414609473764	-0.3027473327183063	0.3836358531154502	0.495158578457236	-0.27655214347716944	-0.4464811462323635
random_56	-0.3602624582889825	-0.396680238162176	0.3875598819739286	0.14728647926804403	0.39213515391636133	-0.39875945165494003	-0.3246094758806506	0.3070643762998264	-0.16888119629872367
random_57	0.45973336153120475	-0.13030487791411005	0.26101815658547367	-0.454678413209136	-0.36973024740236066	0.1808885711798543	0.48229730844381485	0.21266674982193104	-0.22258473968733689
random_58	0.3203579814660517	0.31595698554584895	-0.2782829134290249	-0.35135441889288277	-0.41147448539527803	-0.322897617891037	-0.3991012734584039	0.1590108488792773	-0.3721696375380899
random_59	-0.22802210034616702	0.21069443922551662	-0.01014754972199483	0.47429422511281927	0.06009120226365605	0.498260889014019	-0.39758769322138504	-0.3592021964271212	-0.37360237213210534
random_60	0.38679689611183277	-0.401150355015769	-0.2793633341695021	-0.07593377421556534	-0.33064260902578085	0.4120347037916883	-0.2903411946111347	0.38561579499691157	-0.3058791601476844
random_61	0.4652910411045163	-0.4715803837303151	-0.44463686367303396	-0.46716930314010446	-0.09820183294432931	-0.20928578375988277	0.2958676362200043	-0.050444831952584715	-0.040504467710250486
random_62	-0.33891635367325046	-0.3890152731254082	0.4394671326208831	-0.4281874963434296	-0.15995498471303504	-0.3366059317715251	0.24418681452802668	0.2516079980883866	-0.3090372053319827
random_63	0.3051968337692607	-0.06937870437427973	0.3369186171691932	-0.31084810168305604	-0.32890241119419783	-0.44062457249953024	0.38662919160562387	0.2752161758500904	-0.4053984532413586
random_64	-0.03857224851422114	0.22849616971868067	-0.1935787015781013	-0.10362933549900928	0.18816731456877372	-0.5913955155213608	-0.11517845885246795	0.5408209579617195	0.4551713404672546
random_65	-0.014633802622421943	0.38768696280675835	-0.3772243626850753	-0.3490291756142794	-0.30326096299306393	-0.41107157412505346	0.31940977370108714	0.2675457881756252	0.38834866089882053
random_66	-0.03534104106610592	-0.500483536365652	0.21535810420812368	-0.4547670162556907	0.35490085509763647	0.5018047605536178	-0.22009509365979818	0.08803851997359717	-0.2472242354736081
random_67	-0.33716968914449175	0.4188044286129252	-0.32206518229928915	0.22364757710256714	-0.3846449817806269	0.41360864116724966	0.3861993110980332	-0.29833110984628486	4.302482015094977e-05
random_68	-0.42434733934919944	-0.18796039358812155	-0.44811926805577396	0.3580931387495541	-0.3392112975862992	-0.1353050787240523	0.42019452925772294	0.11335995420276931	-0.3643802426496654
random_69	-0.3656058955369063	0.1331552702014015	-0.20216153408766574	0.10201643900421511	0.3791455695720684	-0.4870335730413796	0.015948115363026386	0.447727535404005	-0.46438993414620056
random_70	0.341166252831735	-0.399281928507784	-0.32219248674594714	-0.34092057974621737	-0.3977500050357094	-0.11160788686894162	0.3853051580150665	0.22702559161640284	-0.36535273137992574
random_71	-0.45249737125870304	-0.44906013525388777	-0.40056699094193804	-0.4393000368844442	0.3814414141446937	-0.04476719346884345	-0.09790525972784583	0.17112457619743845	-0.23190940643678187
random_72	0.17687979442823867	0.45800296619612746	0.4846920416402153	-0.24553442561315014	-0.44358392052657547	-0.19911329311083506	-0.3651882980043415	0.29424489898964834	0.08589493736029014
random_73	-0.2219568851423081	-0.26138985130358117	0.23571739796152094	0.4306037794506314	0.3155053057529099	-0.48576354872056404	-0.22934252897477625	0.33206041083844745	-0.37822776858385126
random_74	-0.26411234017937557	0.16845659871615593	-0.28960207318460446	-0.18256751601560695	-0.36891349156233355	0.30676083741039867	-0.4568171548357943	0.4375950583217956	-0.392805376454626
random_75	-0.35996235038486624	0.46934515856981307	0.37423465036803766	0.431761605266526	-0.4310292983824625	-0.29740698545845007	0.09571610574858691	0.16239618260568284	-0.11790380411984935
random_76	0.5013647984273517	-0.5058255102131387	0.48653575444056163	-0.47752232111650267	0.06211140083247494	0.10120136454366237	-0.07668891158352008	0.0861405470584121	-0.025067095877272058
random_77	-0.11690425098256702	-0.22858055875834654	-0.04387649074370531	-0.4310898207396874	0.42451842232719883	0.45067531480502776	-0.3820786538516028	-0.2563468843906795	-0.38897145285859147
random_78	0.3976460910640583	-0.37859118960980276	-0.37991555953479955	-0.3230322182054739	0.21396256607722422	0.08200687898009956	0.4340017702613107	0.09691231977422388	-0.4467728828381824
random_79	0.41387974416731244	0.17900718844591834	-0.23809858627078073	0.3301436719368759	0.3944045576204431	-0.41846043771101205	-0.30727405473457303	-0.25612981894928644	-0.37455344222085596
random_80	-0.379516485042895	0.3390083204627026	-0.447402601005526	0.09529658441994682	-0.43340586833833605	0.15785517340780905	0.3761504091885235	0.21025924514690666	-0.36514803417924535
random_81	0.3970056244004147	-0.4175257098316554	0.44352436507503856	-0.3463542547868354	-0.40585325342898754	0.11481115782832117	-0.35372743283456776	-0.17174131335318255	-0.13735735461585813
random_82	0.34418267756868076	-0.35044650959517865	-0.2748235850982278	-0.3049544036119606	0.2649036125948854	-0.33707386605548195	-0.42982456226564325	0.3998757203134858	0.24851131965998938
random_83	-0.3340297620705364	-0.19658622019751015	-0.049837178172961544	-0.4670433678433801	0.34529295813290717	0.43852124426658595	-0.30217789319070065	0.43794448930242214	-0.18582185246092178
random_84	0.3399024593573603	0.3962186716109385	0.08055751915201602	0.20676432765357783	-0.33620415187713976	-0.4667408221677114	-0.11938798921146157	0.40567312835626723	-0.4105260959454152
random_85	-0.2565592124972487	0.31752398786785174	-0.40888680996532367	0.26171489857109376	0.11080806087301742	-0.2258579526102473	-0.4412420603642696	0.4203862605130677	-0.40368721943999236
random_86	0.3421269455386258	-0.4387498914850727	-0.16381132527031222	0.2765864939493097	-0.47484833179539454	0.359919871761269	-0.2527574250240033	-0.20662970623466692	0.35427114366732304
random_87	-0.2393387174293122	-0.014316923913695545	-0.31891932933160794	0.10453407892828853	-0.2750456674289924	0.4367972336263815	-0.4921111722968652	-0.30627082205649947	0.4769254941105103
random_88	0.21627370004551677	0.09520544503799189	0.21449606642420171	-0.3399829003876759	-0.3220291782179834	-0.44872470283840094	0.4905464869202293	-0.48138763546848007	0.07168063101977915
random_89	-0.013372661439234474	0.2314583368913537	-0.3002598929876929	-0.40313083552795825	-0.10496358431699526	0.3807002307244973	0.440274993946846	0.38638973903988055	-0.44100863470289553
random_90	-0.36784687051959747	-0.3691310134418313	0.09175508050114756	0.14825386702265872	0.44663157318304214	-0.4160681997439302	-0.4290405671240122	0.3628482926255501	-0.09851685225339327
random_91	-0.46181765958870585	0.4627115297060337	-0.4195522112174513	-0.39734136020045674	0.42477269005733487	-0.0949890147139285	-0.21016390793245	-0.06956744383724109	-0.01596955013007226
random_92	-0.24884352673324298	-0.4241310448747605	-0.27137910426754097	-0.39557974471302937	0.4668691459397935	-0.2190253981061836	-0.48173705185895155	0.1729909203385036	0.011154963768876577
random_93	0.4745753909189749	-0.4636070598709471	0.46467807389731	0.39218495298351874	0.03157685179577297	-0.35503266259963195	0.1920220373733808	0.1046260421473525	0.12348109997063869
random_94	-0.43380126077714504	0.51831942833908	-0.38764938146113526	-0.2734158273602203	-0.2678395837298364	-0.3782867259742044	-0.30968450868320707	-0.08447752237909985	-0.015916733006784867
random_95	0.41502910936905363	-0.03746171898700523	-0.42718459341667747	-0.3502815745358639	-0.37084502462884705	-0.33980745420970704	-0.37383838900000366	0.19295525896915866	0.30196289240988994
random_96	0.33744948180920387	0.3419957072845722	-0.24624035327179422	0.512633323812174	0.019202123454548414	-0.4460193597347891	-0.029217189235472507	-0.37918232137510566	0.31906845561706554
random_97	-0.33430081905857145	0.28778192824227	0.1898397837212156	0.17170875591803708	-0.4612663005661022	0.24912982934943598	-0.482819698620418	-0.42230436856075415	0.23154561282966732
random_98	-0.19002795256286945	-0.05597961343281144	-0.2412123542769298	-0.4429818787026404	-0.17492442526167004	0.428949273043097	0.4215670637692328	-0.34598341731706556	-0.4408173858858161
random_99	-0.3730071032548302	0.04195747180045151	-0.31354586030947074	0.3796926983739529	0.29797350438414183	-0.30895400050552296	0.2974487138803622	-0.41645847412799775	-0.412884412348567
random_100	0.43796356464993236	-0.3640964429766489	0.23292361153605282	-0.4785553849604366	-0.16839682069343895	-0.29217477392718433	0.3352731220112777	-0.3742946589211015	-0.1616319435821244
random_101	0.3784879380181123	-0.41766802086438715	-0.31805132647044876	-0.2683063248235197	-0.40124885341178324	0.34508640329404283	-0.3656550706692943	0.3088069394426076	-0.0021795080504423137
random_102	-0.3518838185936289	-0.3275615439375924	0.3098509233765404	0.2902972548921736	0.2894398051480724	-0.3315593829704303	0.3593488854349092	0.29765232474318015	0.42091040507659444
random_103	-0.09497976117437887	-0.04839599925120447	0.2482163132042294	0.08897109216782972	-0.1547582590962317	-0.45105760800574096	-0.5291344270692805	0.3430460665201732	-0.5422569028405662
random_104	0.3249522799465663	0.35713797465010955	-0.33040835307584704	0.20231768509799458	0.43299445214122784	-0.4459965283170422	-0.4690208645601427	0.008616759119935584	0.10151078045326839
random_105	0.42738922466657064	0.4248553328097662	0.11630329099463386	-0.4136824912847808	0.23368936721085193	0.3887078345008952	-0.3179471386275738	-0.17895925346738895	-0.33668299543843067
random_106	-0.3169248681605934	0.2546411634914333	-0.05723432582389579	-0.4292163305153124	0.31286734542792494	0.4087881398914196	0.3924254308871935	-0.21691376922536668	-0.42564193652178606
random_107	0.21564112353774517	-0.46389610209954824	0.14036792827994282	-0.00902862532027815	-0.45478976578892244	-0.4524517920029898	-0.18860973282171534	0.40833925940670857	-0.32350224680902734
random_108	0.32771923120704105	-0.343659596816023	-0.3528417775051608	0.1457568468584013	-0.06642006016145219	0.40653623174849296	-0.43665474698522383	-0.28791953411392607	-0.4307057584349021
random_109	-0.4251274801830112	-0.4369730934245808	0.4154568521874468	0.36232931215951975	-0.41389578897069323	0.05823252357026693	-0.28541319890201344	0.17854879725426143	-0.1907697478617749
random_110	0.48411485904672097	0.02656141552489255	-0.5007098756766613	-0.1557905242575275	-0.4815124138988854	-0.360942014267432	0.346892853650592	-0.04554437771910681	-0.07351151439794357
random_111	0.34481908324178145	-0.10223417789305667	-0.023816889298941907	-0.13409647686816367	-0.42788981093047546	-0.3798889882538748	0.3692656201904587	0.48001586833677834	-0.39739300141556366
random_112	-0.3591747290283511	-0.33373031727521996	-0.37972088819372696	-0.36626503440107017	0.3098439407917692	-0.3462355270255858	0.2312436187608202	-0.30040725974013216	0.3488253434902756
random_113	0.36279223514309505	0.35938862038682007	-0.39830159991283903	0.17071132345634965	0.34066241061111774	0.40537214207955385	0.37868988053134633	-0.3570682313978748	0.012405407651285477
random_114	0.18732766967916487	0.4263975734264859	-0.4393355245869456	-0.05010400579875918	-0.4669121199718207	-0.35250395670000495	0.3315162772304838	0.3679646723066812	0.000574096810624744
random_115	0.3673795907736744	-0.37717995662932646	0.3305735492570759	0.326905041410801	-0.3901431665800637	-0.213723945150961	0.3283598200831729	0.3164211125583023	-0.3174738287704219
random_116	-0.21800906794514768	0.2239527621470725	-0.08653866982561699	-0.3907075779466772	0.3974098673153652	-0.3610232002695012	0.4651232811050525	0.4264358616853777	-0.23604298178617697
random_117	-0.41650563288904924	0.18850552733022952	0.22969347338295643	-0.49908414587398486	-0.47673876397192017	0.34416720743745993	-0.02492066468303058	0.04520961573616768	-0.37516500760081933
random_118	-0.2485269383255796	0.2720429215717043	-0.23843008147033964	-0.3858504084675718	0.08896757661266703	-0.43282012090830835	-0.4522518861309907	0.2179590830743074	0.45957714382860293
random_119	0.29496079097405586	0.41835448434186384	-0.41360472586039115	-0.34780720940157095	0.19206754837320122	-0.34138672478728244	0.354806595375192	-0.2729960478916171	0.3034625706211543
random_120	0.3125491532285946	-0.3610201347674096	-0.35548865815888886	0.0489625199847399	0.28182422896535075	0.40413673712343157	0.3805737582284243	-0.4168751728250051	0.28606866513316925
random_121	0.37172416878243675	-0.3389841605479461	-0.2615810695403046	-0.419707673851437	0.37142231717079705	-0.22857485720359488	0.4024795311222167	0.19513187369337542	0.3347603167452261
random_122	0.36376437167762676	-0.4372547717632451	0.3761272616319257	0.4742929779639771	-0.0541317361841195	-0.4194434804035112	-0.13152131256295485	0.1764412202143727	0.28769039367912264
random_123	-0.3892157610905641	0.3933582535250211	0.36967340209084637	0.3198814920412693	-0.3691071390106042	0.2911526565761968	0.2710077980783496	-0.2986110064038644	-0.26678469460164567
random_124	0.3794663817380557	-0.37664481422308127	0.11169845983994031	0.11363821063789348	-0.4403973138832409	-0.3463849219360079	0.4409599254600822	-0.16602588700885934	-0.3909107327291801
random_125	-0.4433354736177539	0.22512910098288397	0.44614997635242926	-0.1311521929893894	0.2134580201360715	-0.4638596274014254	0.24271858112642097	-0.4039363568738459	-0.23176038547522204
random_126	-0.013772065608827698	0.19833474713856544	-0.2830476308698222	-0.41996242968892195	-0.1931415428774544	0.4055583681947583	0.3764030708199798	0.4375189335232317	0.41122490207088774
random_127	-0.4745189928416006	-0.5031399067810652	-0.3942138603486167	0.47755021445267387	-0.11307300100096751	-0.21241101553182468	-0.19616976173047854	0.1992809629877684	0.046084313175187484
random_128	-0.23755462279497166	-0.3958386559024582	-0.4465838957033148	0.36527199665481724	-0.4419326469339989	0.22663944697052416	0.25387868691369364	0.11936127587830574	-0.3586744304279502
random_129	0.10179426866461257	-0.2486195804576838	-0.41322259930041366	-0.3728034454900516	-0.10734937338022396	0.011627585319031509	0.44118175749867855	-0.4469860606029081	0.4604279914490754
random_130	0.3621947376959712	-0.32817368584760964	0.15968440391498456	-0.34468460166878806	-0.34850044531686003	0.3796033843123322	-0.4005485178809379	-0.26270160821032595	-0.34900985734066864
random_131	-0.4237645565620579	0.35500691147419405	-0.0043887438651998845	-0.5198767598139986	-0.14421022455756938	0.3921766374563092	-0.1721595695988418	0.26040081271049226	-0.389943563149433
random_132	0.4342126572243814	-0.4221738432454666	0.33591645467150544	-0.4462577940606022	-0.4142343054853993	-0.08178282892607046	0.29919447487992185	-0.1633024269622152	-0.16364358743330543
random_133	-0.40037145321204465	0.18090544266780217	-0.4032237716343289	0.465723286552331	-0.35189540742978753	-0.3019746957042545	0.10273468422717597	-0.34627206362843294	0.28637471712656626
random_134	0.4740718526399401	0.3173989458171591	-0.45431121701222543	-0.1040110054753183	0.4765017804354337	0.06725264872642245	-0.387443221091512	0.03583086322393768	0.272624009796601
random_135	0.11312748329078749	-0.2103399890243074	-0.26633732954825695	0.38332676455180137	-0.3315761290525491	-0.24920755944807502	0.4501905670421563	0.42752495556096093	-0.40937514419444104
random_136	-0.45871234494164453	-0.13915074047230136	0.34003233818581596	0.4335082095917355	0.4186584882394573	-0.3535665333989225	-0.39018327807598785	0.09698311167171915	0.06881685457990006
random_137	-0.45304162991966496	0.4024789910052914	-0.5292080008566558	-0.41549651669611376	-0.14354059983260004	0.18178027770164143	-0.24556602447278741	-0.021392493326558244	0.2562366006137864
random_138	-0.45068081355837325	-0.48960773336137675	-0.3888332018540149	0.3604167048446567	-0.004658386389252422	0.16679395919108325	0.3194524065765509	-0.3318810079969077	-0.18984952674418692
random_139	0.3971602209957508	-0.009849442865723868	-0.22586998499776512	0.28456828857677285	0.3731049411972339	-0.4621482750932139	-0.33384321731712485	-0.4183949054169992	-0.2662263518182695
random_140	0.02518143259510278	-0.393460978451997	-0.39287751988064	0.4470296477972085	0.4141388676182034	-0.3607642665548211	0.3720835499769169	0.13026525009292408	-0.18245284599225262
random_141	-0.4160000556570508	-0.4180593428864159	0.24411100585949752	0.3824919582254087	0.4288343007192866	0.20876271775086797	0.2337808040684681	-0.284724215717562	-0.2882325191002186
random_142	0.4297805180646149	0.3783105820959084	-0.14851832116235203	0.3910410077436063	-0.42577699799548935	0.22389148332070424	0.3633738319001771	0.1402908551466447	-0.3377329332996065
random_143	-0.30174987364277067	0.3950553914746312	0.3462424429943267	-0.29638665759831373	0.31056414252306974	-0.3969475081441575	0.3007942997886406	-0.25200448675850184	-0.37033564278329806
random_144	-0.382851705396071	0.40513915437486414	0.03927950774230726	-0.3779596570158082	-0.4708256781378821	-0.44397548312052654	0.06820057624974557	0.13735836050563932	-0.32028232639354015
random_145	-0.31809928738869275	0.010335607349795328	-0.2724095070047332	-0.42857602535164974	-0.33361828649492464	0.38768346208565474	-0.43978597312335216	-0.11635141710228337	0.4150574505950282
random_146	0.42816388089338914	-0.09985395380119055	0.22608953139394652	-0.24202554131881732	-0.483181527809765	-0.35319622017772084	0.4328696620332557	-0.3890796914668429	-0.006397715752850794
random_147	-0.2797829189020741	0.1700455620694673	-0.3710870910951722	-0.3051802972005555	0.3666192034584248	-0.3978263477097692	0.4301452827623689	0.4036012758542087	-0.14618818250382257
random_148	0.47954821147522847	-0.4922797228027843	-0.16273102604316725	-0.41510186369937163	-0.19909722597595111	0.17874358183856276	0.007468599703729886	-0.26056522196040643	-0.4351600337666143
random_149	0.17927350197691452	-0.3920335870623101	-0.23589111255114717	-0.2584252496304714	0.3846532605320717	0.5195045125100153	-0.48356449447786537	0.06386806918639507	-0.1896987916127773
random_150	0.28117563478175506	-0.09993309201012163	-0.022347438768928918	-0.4555509413892262	-0.2841807753745984	0.5173583887104246	0.2845218187993474	-0.46599901796407944	-0.23748980131429254
random_151	-0.41033675033943995	0.4593729968789134	0.3875605789065983	-0.40029852597443705	-0.294204612231603	0.12043267292169013	0.1868896508287059	0.04135486931543969	-0.415282722336538
random_152	0.16301103351714724	-0.2125354494504179	0.36742279582762943	0.4074269912003388	0.15568219390193747	0.32859688854605756	-0.44098141018916476	-0.43253782275806496	0.33688779840956784
random_153	-0.4627645969743138	0.35290650738182705	0.44729419387245983	-0.2776453963574072	0.2528971522332007	-0.3087431650975677	-0.381164656202397	-0.24805565843804017	0.13434822820245135
