1	4	8	-7.501242	-0.866952	7.321359	4.235784	7.190826	-14.844232	5.755305	6.297413	2.698127
1	4	50	0.633675	-2.282655	4.050308	-3.727001	7.194290	-5.557412	3.269252	1.246504	-1.752943
1	4	15	6.166207	-3.183902	-5.619239	-8.374884	-0.636924	3.364363	-4.220724	-7.459705	-12.947594
1	4	27	5.839366	-3.351338	-4.001330	-3.827423	3.062359	-3.655215	3.040639	1.215362	-1.755787
2	4	26	-6.181806	2.966024	-8.183439	-11.431650	8.182092	1.262029	-3.572893	-3.825312	-2.422463
2	4	56	-9.141890	2.453972	3.116533	-0.736320	8.554455	-13.020864	6.205080	5.763647	6.402076
2	4	3	2.964688	1.844539	-12.177108	-16.343456	0.233454	7.556666	-11.451187	-7.186350	-5.162542
2	4	7	2.951958	1.844539	-7.463002	-5.673419	3.254861	-9.600482	6.204180	5.763647	6.402075
3	4	39	-9.867770	1.589238	-5.474872	4.776273	7.744375	-10.791410	6.092829	8.123855	6.124831
3	4	36	-4.485243	1.589238	-8.940721	-7.095505	7.742862	5.505538	-2.462442	-7.916268	-7.561149
3	4	12	-0.220687	0.155510	-9.835886	-8.447921	7.951001	4.345050	-2.462438	-7.916264	-7.561115
3	4	13	-10.482611	0.594952	1.055904	5.589674	8.222000	-11.467679	6.092836	8.123855	6.124831
4	3	58	-2.662547	2.329441	-11.020522	2.314849	5.373552	-14.962745	6.080408	6.619947	5.812387
4	3	12	-6.838537	0.693343	6.888050	6.651936	8.037194	-18.789678	6.080413	6.619948	5.812485
4	3	30	4.075924	1.191499	-8.128313	-6.393166	3.351735	1.237801	-1.699386	-6.793976	-5.789965
5	3	57	7.824597	-1.802789	-11.113441	-10.807548	4.738723	4.159156	-7.912998	-7.918275	-8.032505
5	3	31	4.113333	-2.231929	0.481831	1.842846	4.991566	-16.333605	5.013984	6.066435	5.973785
5	3	12	-4.413155	-3.915423	6.620495	6.844583	10.904342	-16.396454	5.026538	6.066449	5.973907
6	4	8	-1.392500	3.355977	-9.399347	-6.826904	2.672805	5.493602	-3.546856	-7.909392	-10.191824
6	4	55	5.942298	-0.805179	-6.912925	-9.004309	-6.708839	7.877734	-8.514350	-7.919930	-10.226346
6	4	20	-1.392495	3.355977	-9.455972	-6.826908	-3.178831	9.952038	-8.455898	-7.922337	-10.226445
6	4	17	-7.424139	0.051706	4.765159	3.555745	5.627862	-14.898475	5.755661	7.749081	6.239578
7	3	55	-9.836400	-0.694511	4.727518	5.763605	8.861779	-17.164910	6.092883	8.123863	6.123402
7	3	36	-0.084755	1.579800	-6.768793	-8.966282	6.792722	5.407927	-5.455401	-6.091615	-8.129724
7	3	9	-5.285348	-0.675449	2.240944	-2.145005	8.858182	4.482186	-5.431679	-6.090878	-7.950108
8	4	11	-6.136662	2.060137	-7.386895	1.139986	5.101642	-12.506636	4.766840	6.661761	0.851324
8	4	28	6.122958	0.062744	-13.913466	-12.114598	-2.260656	6.729929	-6.288073	-7.125014	-11.271770
8	4	43	-4.102061	2.058547	-12.858442	-6.581107	5.098779	1.506615	-2.971817	-7.125005	-8.542222
8	4	18	-9.691158	-1.275455	3.847982	2.314555	8.951319	-17.368845	4.867015	6.677346	0.870897
9	4	46	7.830673	-0.373216	-11.111545	-12.133228	-5.237911	5.790432	-6.855189	-9.257586	-7.930132
9	4	36	5.580385	-0.373211	-6.273381	-0.574149	-5.237916	-10.122747	2.603846	5.982489	6.900026
9	4	15	-8.682579	3.054627	-4.851612	2.227246	4.141700	-17.758070	7.086980	6.782003	6.900645
9	4	3	-5.476345	-1.107996	5.562235	6.196373	6.249783	-23.561739	7.142719	6.782003	6.900645
10	3	87	-13.549032	-0.649211	5.510483	5.564509	10.752175	-20.330096	8.122916	6.124832	7.337670
10	3	9	-2.118008	0.981019	-2.119413	-5.762365	8.351275	3.788443	-4.905353	-7.159543	-6.377884
10	3	4	-2.101715	1.013549	-7.297843	-5.835035	8.292379	3.849077	-4.905363	-7.159543	-6.384783
11	4	32	-6.118399	0.193698	4.579513	-6.011929	4.547312	3.850840	-0.008346	-6.332486	-4.172422
11	4	49	-10.931951	0.206699	6.616743	2.565606	4.520892	-16.040863	7.748686	6.236613	5.203234
11	4	8	4.110865	1.099729	-8.151417	-13.518568	-4.075727	8.689891	-6.066481	-6.682697	-9.936896
11	4	8	-2.008888	2.469051	-4.586471	-7.943472	2.154994	8.189842	-0.011955	-6.334852	-4.176355
12	1	100	5.731262	-1.534027	-11.669094	-6.822958	3.729779	1.532138	-5.609270	-4.976201	-9.513598
13	4	58	5.556546	0.470290	-16.055501	-9.607202	2.154442	2.439588	-2.927428	-10.640490	-12.774727
13	4	14	2.305359	0.480931	-10.358532	0.257924	2.146365	-15.857761	5.771416	5.847973	3.810049
13	4	15	5.556559	0.470290	-16.124414	-11.023254	-4.085343	4.532729	-5.111771	-11.573343	-12.787338
13	4	1	2.305897	0.480919	-10.511854	0.257599	-4.093358	-13.818459	3.611477	5.846486	3.798604
14	4	61	5.283285	2.017088	-13.963382	-8.256633	3.884970	5.643780	-8.059668	-8.252339	-9.980556
14	4	27	5.079201	2.017088	-7.902948	-1.183704	3.934717	-17.356330	4.096702	5.452875	6.776920
14	4	10	-6.354673	0.823414	5.414900	7.122715	9.083411	-21.988675	4.097607	5.453040	6.776920
14	4	2	-6.331662	0.832210	2.041639	3.592952	9.079372	-10.509788	-1.568607	-2.080104	-2.928692
15	4	5	4.765372	2.038837	-6.939034	-2.743002	3.086798	-11.553561	4.873412	6.535234	7.002669
15	4	31	6.795900	2.043690	-13.372193	-14.192499	3.081789	5.655985	-6.744371	-8.121671	-11.773996
15	4	33	-3.932453	3.476813	-10.259741	-10.215395	8.464346	4.152172	-5.982637	-7.368122	-11.495896
15	4	23	-10.354200	3.418647	-4.709035	0.744931	8.512281	-18.602760	4.937624	6.537345	7.012121
16	3	30	7.383849	0.387131	-10.144078	-14.830134	-0.600445	9.385816	-7.398214	-12.305101	-8.468298
16	3	44	7.383849	0.387131	-10.144057	-12.797172	4.254016	4.103575	-5.048823	-11.315897	-8.462155
16	3	26	7.304293	0.364093	-1.462725	-3.118345	4.282144	-9.155503	5.725062	2.981557	4.603522
17	4	8	-2.993038	1.637861	-13.584256	-7.103185	4.062402	3.589865	-4.093319	-10.873397	-8.068290
17	4	37	-14.140618	-1.576386	2.263867	5.627345	7.909349	-20.991953	8.106270	6.085845	7.885564
17	4	20	-12.097368	1.637736	-6.944713	5.224054	4.379418	-17.338551	7.880730	6.085845	7.885559
17	4	18	-2.993038	1.637861	-13.585335	-7.106490	-1.635018	8.417200	-7.413942	-11.154618	-8.069344
18	3	15	2.012018	2.450540	-14.687341	-3.517758	4.059384	1.922992	-6.749092	-10.197218	-9.226369
18	3	17	-16.348519	0.990527	3.136938	5.217917	12.069009	-21.125598	2.771823	4.339820	6.990072
18	3	68	-0.474114	3.158114	-8.730777	0.804966	6.182411	-20.028776	2.771821	4.339819	6.990072
19	3	82	6.620425	-2.065475	-6.691043	0.409837	-4.073331	-17.230774	3.070577	6.006436	7.332386
19	3	6	7.543985	-2.061156	-12.411885	-5.758429	-4.073330	3.030867	-7.627823	-9.109008	-9.523744
19	3	12	-4.094928	-1.958632	6.093499	6.841829	7.036067	-27.032171	5.967928	6.035977	7.632177
20	4	46	1.506924	2.558245	-6.601465	-9.982922	-7.670239	11.111959	-9.000006	-6.715759	-8.361680
20	4	26	-6.817935	1.042115	2.513598	-4.056602	6.509884	7.495753	-4.944625	-6.713168	-8.359011
20	4	18	-9.968084	3.561019	-4.531151	1.758612	-3.597504	-13.993197	2.252022	5.616786	5.431924
20	4	10	-14.741227	1.014296	4.084527	6.137941	6.539229	-17.634954	6.299380	6.625320	6.182311
21	4	22	-9.360818	-2.877800	6.430771	3.948744	10.133307	-18.181488	9.453591	7.025696	6.757856
21	4	9	-0.028785	-4.571546	3.206042	-4.095747	6.517778	1.960759	3.322367	-4.102430	-5.597818
21	4	42	-6.122452	-2.880438	6.337486	-3.793220	10.133450	3.420740	3.322466	-4.102531	-5.597835
21	4	8	4.538869	-3.097893	-5.035786	-2.585712	4.344805	-12.610657	9.442226	7.025696	6.757856
22	3	73	6.796385	0.725751	-7.632214	-16.542691	5.410130	6.920702	-10.617242	-9.264935	-7.992236
22	3	16	-4.696754	2.107752	2.431464	-2.074378	6.597824	-9.252502	1.807365	6.276461	7.630315
22	3	11	4.111947	0.133545	0.725917	-5.138332	5.806272	-8.188953	1.807364	6.276435	7.630294
23	3	19	-14.606800	0.527526	3.135908	3.315374	7.018065	-12.816084	6.142678	4.360333	5.466899
23	3	31	-2.389765	1.723109	-0.252471	-11.354490	5.929109	5.066218	-4.452469	-8.966230	-10.277835
23	3	50	0.729946	2.188617	-11.591476	-14.093464	-6.012218	9.866468	-9.186160	-8.970732	-11.124238
24	4	33	5.230273	1.115297	-6.458812	-2.285108	2.967416	-15.163965	5.311604	6.017480	6.675864
24	4	7	-8.228488	0.488965	2.440487	2.102368	9.027728	-11.285015	-0.966152	1.645838	0.331468
24	4	19	5.654360	1.115297	-9.658270	-4.056772	2.967417	-3.778355	-1.049586	1.644500	0.331436
24	4	36	5.871348	1.115297	-9.757591	-10.072273	2.967417	3.121366	-7.152982	-6.988249	-6.635077
25	4	24	-3.679344	1.324255	2.454446	-5.380470	6.813452	6.036336	-1.288127	-7.587438	-7.698528
25	4	30	-7.979781	1.314744	5.039973	7.561516	6.820205	-13.961812	7.699407	6.697698	6.751307
25	4	30	8.360255	1.127131	-10.843781	-10.348521	-2.192810	9.290268	-3.066137	-9.020459	-7.698703
25	4	16	3.668161	1.150841	-4.894822	2.578492	-2.198770	-10.489241	5.921404	6.655398	6.751301
26	3	22	-5.488400	1.501088	4.617434	4.663155	9.398697	-9.307575	6.628252	5.937066	6.201851
26	3	61	5.673672	-3.235258	-0.214023	-7.055839	5.483016	4.809626	-3.117265	-9.261096	-9.811474
26	3	17	6.679644	0.764935	-5.823665	-8.889345	5.276368	7.856542	-3.216779	-9.422686	-9.939976
27	4	48	-9.554299	0.451055	7.592713	5.035715	9.838324	-14.055921	8.407069	5.489203	7.087885
27	4	21	5.396116	0.136374	-4.653309	-1.203626	5.965356	-9.103332	8.407057	5.489203	7.078606
27	4	30	5.965341	0.163838	-6.853469	-13.717597	5.878324	6.455311	0.772587	-5.070804	-4.615351
27	4	1	5.965498	0.164126	-10.843918	-13.717922	-0.489481	9.421551	-1.906789	-6.975300	-6.700339
28	3	28	-6.522512	4.912532	-9.258288	-9.068632	3.738149	3.900284	-3.587563	-12.244387	-12.673013
